idx,timestamp,price,whale,structure,aligned,fwd_4h,fwd_12h,fwd_24h
2245,2026-04-15 19:45:00,2375.05,WHALE_BEARISH,BULLISH,False,-0.006357760889244557,-0.014117597524262782,-0.006463021831119464
2246,2026-04-15 20:00:00,2363.15,WHALE_BEARISH,BULLISH,False,-0.004185091932378371,-0.011912066521380438,-0.001730740748577153
2255,2026-04-15 22:15:00,2368.89,WHALE_BEARISH,BULLISH,False,-0.004170729751064695,-0.014259843217709456,-0.010785642220617953
2267,2026-04-16 01:15:00,2351.41,WHALE_BEARISH,BULLISH,False,0.0025303966556238233,-0.0008973339400613067,-0.007557167826963362
2311,2026-04-16 12:15:00,2340.78,WHALE_BEARISH,BEARISH,True,-0.0037167098146773103,0.0021488563641178793,0.007933253018224562
2312,2026-04-16 12:30:00,2339.41,WHALE_BEARISH,BEARISH,True,-0.007591657725665724,0.002624593380382345,0.007343731966606981
2313,2026-04-16 12:45:00,2340.44,WHALE_BEARISH,BEARISH,True,-0.010117755635692394,0.0016919895404283736,0.013471825810531302
2314,2026-04-16 13:00:00,2344.7,WHALE_BEARISH,BEARISH,True,-0.01418091866763338,-0.0002857508423250721,0.026519384142960956
2315,2026-04-16 13:15:00,2349.3,WHALE_BEARISH,BEARISH,True,-0.010496743710892709,-0.006665815349253146,0.023585748946494567
2316,2026-04-16 13:30:00,2336.96,WHALE_BEARISH,BEARISH,True,-0.0037013898397919576,-0.0018271600712036484,0.03482301793783371
2317,2026-04-16 13:45:00,2308.29,WHALE_BEARISH,BEARISH,True,0.007581369758565826,0.011735960386260125,0.05578155257788242
2323,2026-04-16 15:15:00,2319.16,WHALE_BEARISH,BEARISH,True,0.011223891408958409,0.004014384518532532,0.05392469687300583
2325,2026-04-16 15:45:00,2339.01,WHALE_BEARISH,BEARISH,True,0.008845622720723645,-0.005767397317668732,0.04401434795062853
2326,2026-04-16 16:00:00,2336.02,WHALE_BEARISH,BEARISH,True,0.009862929255742614,-0.003660071403498333,0.04660490920454441
2327,2026-04-16 16:15:00,2332.08,WHALE_BEARISH,BEARISH,True,0.008241569757469813,-0.00090477170594494,0.05213371753970697
2328,2026-04-16 16:30:00,2321.65,WHALE_BEARISH,BEARISH,True,0.010005814829969983,0.004621713005836359,0.059315572976116115
2329,2026-04-16 16:45:00,2316.76,WHALE_BEARISH,BEARISH,True,0.014446899981007899,0.005265974895975356,0.05807248053315828
2330,2026-04-16 17:00:00,2311.45,WHALE_BEARISH,BEARISH,True,0.017127776936554984,0.004071037660343224,0.05444634320448216
2331,2026-04-16 17:15:00,2324.64,WHALE_BEARISH,BEARISH,True,0.006951614013352758,-0.001028116181430172,0.04464777341867987
2332,2026-04-16 17:30:00,2328.31,WHALE_BEARISH,BEARISH,True,0.004952089713139651,-0.0030150624272541338,0.04596466965309598
2333,2026-04-16 17:45:00,2325.79,WHALE_BEARISH,BEARISH,True,0.006612806831227225,-0.002794749310986777,0.04928647900283356
2334,2026-04-16 18:00:00,2327.48,WHALE_BEARISH,BEARISH,True,0.006968910581401255,-0.0016240741059000419,0.03951913657689854
