timestamp,timestamp_ms,oi,oi_usd,ls_ratio,long_pct,short_pct,top_ls_ratio,top_long_pct,top_short_pct,futures_taker_ratio,futures_buy_vol,futures_sell_vol
2026-05-09 04:00:00,1778299200000,2244353.684,5194207897.800059,2.3715,0.7034,0.2966,1.9351,0.6593,0.3407,1.2238,26385.464,21559.664
2026-05-09 04:15:00,1778300100000,2238483.196,5194055481.912736,2.3807,0.7042,0.2958,1.9377,0.6596,0.3404,0.6919,7030.619,10160.621
2026-05-09 04:30:00,1778301000000,2239553.165,5186648361.41845,2.3727,0.7035,0.2965,1.9317,0.6589,0.3411,0.5967,7754.711,12995.074
2026-05-09 04:45:00,1778301900000,2239106.108,5178067221.11648,2.3738,0.7036,0.2964,1.9334,0.6591,0.3409,0.9719,14009.533,14415.078
2026-05-09 05:00:00,1778302800000,2244020.463,5187232821.86154,2.3772,0.7039,0.2961,1.9334,0.6591,0.3409,1.4755,9868.357,6688.293
2026-05-09 05:15:00,1778303700000,2245362.031,5193230480.63897,2.3772,0.7039,0.2961,1.936,0.6594,0.3406,0.8219,4693.402,5710.119
2026-05-09 05:30:00,1778304600000,2246270.747,5199645062.44813,2.3841,0.7045,0.2955,1.9403,0.6599,0.3401,1.0154,4318.805,4253.38
2026-05-09 05:45:00,1778305500000,2246925.409,5204020246.17245,2.3887,0.7049,0.2951,1.9438,0.6603,0.3397,0.5635,1944.979,3451.558
2026-05-09 06:00:00,1778306400000,2247187.097,5199294314.45793,2.3818,0.7043,0.2957,1.9403,0.6599,0.3401,1.7632,9620.048,5456.147
2026-05-09 06:15:00,1778307300000,2247498.755,5208797312.894713,2.3898,0.705,0.295,1.942,0.6601,0.3399,0.7604,4693.234,6172.414
2026-05-09 06:30:00,1778308200000,2248515.875,5207090578.16625,2.3841,0.7045,0.2955,1.9386,0.6597,0.3403,0.7755,6694.656,8632.628
2026-05-09 06:45:00,1778309100000,2250575.929,5207400746.150314,2.3807,0.7042,0.2958,1.9343,0.6592,0.3408,0.9948,7474.032,7512.788
2026-05-09 07:00:00,1778310000000,2250708.623,5206654285.93082,2.3738,0.7036,0.2964,1.9291,0.6586,0.3414,0.6787,10026.659,14772.335
2026-05-09 07:15:00,1778310900000,2252374.647,5207400088.87812,2.3704,0.7033,0.2967,1.93,0.6587,0.3413,1.7378,6807.02,3917.099
2026-05-09 07:30:00,1778311800000,2251245.354,5212128268.48788,2.3704,0.7033,0.2967,1.9291,0.6586,0.3414,0.7997,3725.495,4658.859
2026-05-09 07:45:00,1778312700000,2250604.821,5210150160.615,2.3681,0.7031,0.2969,1.9283,0.6585,0.3415,0.7733,3429.014,4434.05
2026-05-09 08:00:00,1778313600000,2250656.682,5206976908.214202,2.3591,0.7023,0.2977,1.9223,0.6578,0.3422,2.0257,12707.265,6273.176
2026-05-09 08:15:00,1778314500000,2248127.128,5210416800.75176,2.3512,0.7016,0.2984,1.9129,0.6567,0.3433,0.6835,8203.049,12000.972
2026-05-09 08:30:00,1778315400000,2246683.454,5207627791.908013,2.3568,0.7021,0.2979,1.9155,0.657,0.343,0.716,6718.767,9384.261
2026-05-09 08:45:00,1778316300000,2243602.788,5197731534.197412,2.358,0.7022,0.2978,1.9155,0.657,0.343,0.8519,2189.138,2569.767
2026-05-09 09:00:00,1778317200000,2243953.726,5197355862.01216,2.3557,0.702,0.298,1.9155,0.657,0.343,0.7931,2706.495,3412.487
2026-05-09 09:15:00,1778318100000,2243997.014,5193731088.903,2.3535,0.7018,0.2982,1.9129,0.6567,0.3433,1.3263,15142.336,11416.976
2026-05-09 09:30:00,1778319000000,2245260.051,5191641348.93034,2.3512,0.7016,0.2984,1.9129,0.6567,0.3433,1.0535,4235.202,4020.206
2026-05-09 09:45:00,1778319900000,2245751.588,5193686353.988139,2.3512,0.7016,0.2984,1.9112,0.6565,0.3435,0.801,5894.047,7358.478
2026-05-09 10:00:00,1778320800000,2246800.659,5195726523.9375,2.3456,0.7011,0.2989,1.907,0.656,0.344,0.6358,7867.941,12374.932
2026-05-09 10:15:00,1778321700000,2248347.65,5198017804.73875,2.3378,0.7004,0.2996,1.9061,0.6559,0.3441,0.8498,3228.301,3798.903
2026-05-09 10:30:00,1778322600000,2249388.646,5197954764.83618,2.3378,0.7004,0.2996,1.9078,0.6561,0.3439,2.0093,3580.49,1781.944
2026-05-09 10:45:00,1778323500000,2249654.202,5203922596.60842,2.3411,0.7007,0.2993,1.9095,0.6563,0.3437,0.7764,1663.459,2142.422
2026-05-09 11:00:00,1778324400000,2250322.23,5202088813.971975,2.3411,0.7007,0.2993,1.9104,0.6564,0.3436,3.4077,9011.954,2644.624
2026-05-09 11:15:00,1778325300000,2254521.049,5215992263.33493,2.3411,0.7007,0.2993,1.9112,0.6565,0.3435,1.3799,4509.395,3267.963
