Open time ms,Open,High,Low,Close,Volume,Open time
1776943800000,2319.99,2326.19,2316.78,2325.25,3554.8388,2026-04-23 11:30:00
1776944700000,2325.26,2331.99,2324.84,2328.97,5023.1113,2026-04-23 11:45:00
1776945600000,2328.96,2335.23,2328.55,2332.2,3259.4269,2026-04-23 12:00:00
1776946500000,2332.19,2332.38,2325.74,2330.34,2013.5324,2026-04-23 12:15:00
1776947400000,2330.34,2332.79,2328.65,2329.17,1390.7727,2026-04-23 12:30:00
1776948300000,2329.17,2331.58,2320.81,2328.87,5164.5911,2026-04-23 12:45:00
1776949200000,2328.88,2332.5,2322.96,2324.65,3121.9337,2026-04-23 13:00:00
1776950100000,2324.66,2326.1,2320.56,2323.2,2560.6772,2026-04-23 13:15:00
1776951000000,2323.19,2326.21,2320.0,2320.7,3258.9912,2026-04-23 13:30:00
1776951900000,2320.7,2323.9,2315.23,2319.82,3495.3378,2026-04-23 13:45:00
1776952800000,2319.81,2324.5,2316.07,2320.0,3657.9779,2026-04-23 14:00:00
1776953700000,2320.0,2334.48,2318.76,2327.02,3161.9756,2026-04-23 14:15:00
1776954600000,2327.03,2332.14,2325.93,2330.59,2837.8286,2026-04-23 14:30:00
1776955500000,2330.59,2335.12,2328.56,2334.24,4042.0823,2026-04-23 14:45:00
1776956400000,2334.24,2335.3,2324.15,2329.47,3026.342,2026-04-23 15:00:00
1776957300000,2329.48,2343.58,2328.03,2332.27,5700.3206,2026-04-23 15:15:00
1776958200000,2332.26,2339.99,2328.68,2336.51,2919.7092,2026-04-23 15:30:00
1776959100000,2336.51,2336.52,2328.17,2333.26,3196.4009,2026-04-23 15:45:00
1776960000000,2333.26,2334.33,2328.56,2330.48,1902.9403,2026-04-23 16:00:00
1776960900000,2330.48,2335.76,2328.66,2330.05,2003.2009,2026-04-23 16:15:00
1776961800000,2330.06,2334.4,2329.16,2331.33,1198.2689,2026-04-23 16:30:00
1776962700000,2331.32,2332.45,2323.39,2326.38,2930.3862,2026-04-23 16:45:00
1776963600000,2326.39,2329.24,2312.21,2318.43,6754.0027,2026-04-23 17:00:00
1776964500000,2318.43,2318.43,2306.0,2309.44,7315.2267,2026-04-23 17:15:00
1776965400000,2309.44,2312.13,2288.36,2294.63,16692.6907,2026-04-23 17:30:00
1776966300000,2294.62,2312.49,2285.42,2310.42,14363.8173,2026-04-23 17:45:00
1776967200000,2310.42,2319.04,2308.24,2313.34,5829.7356,2026-04-23 18:00:00
1776968100000,2313.35,2317.03,2308.47,2310.27,3516.4905,2026-04-23 18:15:00
1776969000000,2310.27,2316.52,2310.27,2314.0,2623.8517,2026-04-23 18:30:00
1776969900000,2313.99,2314.18,2304.42,2305.31,2280.6248,2026-04-23 18:45:00
1776970800000,2305.3,2310.0,2300.7,2308.15,3119.3222,2026-04-23 19:00:00
1776971700000,2308.14,2314.32,2308.14,2313.6,1591.9808,2026-04-23 19:15:00
1776972600000,2313.61,2314.74,2307.85,2310.3,1964.8801,2026-04-23 19:30:00
1776973500000,2310.3,2318.97,2309.47,2312.88,4936.3645,2026-04-23 19:45:00
1776974400000,2312.87,2325.0,2312.74,2320.87,3029.4595,2026-04-23 20:00:00
1776975300000,2320.87,2323.23,2317.57,2318.57,2645.7314,2026-04-23 20:15:00
1776976200000,2318.58,2329.48,2317.09,2327.51,2724.3544,2026-04-23 20:30:00
1776977100000,2327.5,2328.73,2322.01,2325.37,2263.9555,2026-04-23 20:45:00
1776978000000,2325.36,2326.1,2320.73,2320.96,2563.0407,2026-04-23 21:00:00
1776978900000,2320.95,2324.43,2320.75,2324.43,917.1142,2026-04-23 21:15:00
1776979800000,2324.42,2328.85,2324.42,2328.26,995.8623,2026-04-23 21:30:00
1776980700000,2328.25,2328.45,2321.66,2321.66,1529.6076,2026-04-23 21:45:00
1776981600000,2321.66,2332.1,2321.66,2329.93,2123.9705,2026-04-23 22:00:00
1776982500000,2329.93,2338.79,2328.73,2330.61,3702.2315,2026-04-23 22:15:00
1776983400000,2330.62,2335.81,2330.61,2335.81,1413.9229,2026-04-23 22:30:00
1776984300000,2335.81,2337.04,2330.23,2331.97,1235.6447,2026-04-23 22:45:00
1776985200000,2331.97,2333.18,2326.97,2327.31,2280.6264,2026-04-23 23:00:00
1776986100000,2327.31,2329.08,2323.71,2326.9,1949.1413,2026-04-23 23:15:00
1776987000000,2326.9,2331.5,2326.9,2330.99,551.5217,2026-04-23 23:30:00
1776987900000,2331.0,2332.67,2329.68,2330.26,1187.0144,2026-04-23 23:45:00
1776988800000,2330.27,2332.67,2326.68,2331.65,1854.9012,2026-04-24 00:00:00
1776989700000,2331.65,2337.5,2330.0,2333.77,1469.2729,2026-04-24 00:15:00
1776990600000,2333.77,2336.91,2332.5,2332.51,852.5265,2026-04-24 00:30:00
1776991500000,2332.5,2336.0,2330.33,2332.48,1399.1368,2026-04-24 00:45:00
1776992400000,2332.47,2332.91,2323.75,2325.73,1427.3098,2026-04-24 01:00:00
1776993300000,2325.73,2326.51,2321.5,2321.6,1210.1817,2026-04-24 01:15:00
1776994200000,2321.6,2326.0,2318.69,2321.64,1629.6171,2026-04-24 01:30:00
1776995100000,2321.64,2334.23,2321.63,2332.84,1772.185,2026-04-24 01:45:00
1776996000000,2332.83,2335.39,2326.96,2329.28,1323.4551,2026-04-24 02:00:00
1776996900000,2329.27,2329.46,2324.53,2325.0,921.9085,2026-04-24 02:15:00
1776997800000,2325.01,2329.52,2325.01,2329.52,1175.9993,2026-04-24 02:30:00
1776998700000,2329.51,2330.23,2315.05,2319.91,2607.364,2026-04-24 02:45:00
1776999600000,2319.9,2322.84,2316.92,2319.6,899.6114,2026-04-24 03:00:00
1777000500000,2319.61,2319.61,2308.82,2310.85,2284.7644,2026-04-24 03:15:00
1777001400000,2310.85,2310.97,2301.35,2305.15,4874.6296,2026-04-24 03:30:00
1777002300000,2305.16,2308.98,2305.14,2308.64,1302.0299,2026-04-24 03:45:00
1777003200000,2308.63,2310.85,2306.67,2309.37,1260.7455,2026-04-24 04:00:00
1777004100000,2309.37,2311.75,2304.6,2304.75,1228.4848,2026-04-24 04:15:00
1777005000000,2304.74,2307.43,2300.5,2304.78,3615.9419,2026-04-24 04:30:00
1777005900000,2304.78,2308.57,2304.78,2306.16,777.0396,2026-04-24 04:45:00
1777006800000,2306.16,2306.8,2302.74,2303.1,1610.4877,2026-04-24 05:00:00
1777007700000,2303.09,2305.3,2300.22,2304.99,1218.7617,2026-04-24 05:15:00
1777008600000,2304.99,2310.61,2304.99,2309.09,2954.4776,2026-04-24 05:30:00
1777009500000,2309.09,2317.35,2309.08,2314.74,2738.2044,2026-04-24 05:45:00
1777010400000,2314.75,2315.32,2312.48,2315.31,1376.6113,2026-04-24 06:00:00
1777011300000,2315.31,2316.87,2312.86,2313.31,1315.6828,2026-04-24 06:15:00
1777012200000,2313.32,2314.17,2308.82,2309.65,1323.0881,2026-04-24 06:30:00
1777013100000,2309.65,2312.87,2308.71,2309.2,1034.5716,2026-04-24 06:45:00
1777014000000,2309.21,2316.85,2308.56,2313.86,1224.9742,2026-04-24 07:00:00
1777014900000,2313.85,2314.9,2311.32,2314.24,1040.5449,2026-04-24 07:15:00
1777015800000,2314.23,2315.35,2311.77,2312.72,3278.8342,2026-04-24 07:30:00
1777016700000,2312.72,2314.82,2308.48,2311.63,2650.4899,2026-04-24 07:45:00
1777017600000,2311.63,2312.38,2307.49,2310.77,1567.583,2026-04-24 08:00:00
1777018500000,2310.77,2322.99,2310.77,2316.15,4859.067,2026-04-24 08:15:00
1777019400000,2316.14,2316.42,2312.35,2313.18,1171.6778,2026-04-24 08:30:00
1777020300000,2313.17,2318.02,2313.17,2315.24,4059.8693,2026-04-24 08:45:00
1777021200000,2315.24,2315.79,2303.74,2308.39,3047.0715,2026-04-24 09:00:00
1777022100000,2308.38,2310.4,2306.28,2308.41,1382.1177,2026-04-24 09:15:00
1777023000000,2308.4,2311.59,2307.44,2311.28,767.3157,2026-04-24 09:30:00
1777023900000,2311.27,2311.3,2307.0,2310.18,1577.9347,2026-04-24 09:45:00
1777024800000,2310.19,2310.29,2306.0,2308.82,1038.6684,2026-04-24 10:00:00
1777025700000,2308.82,2316.05,2308.55,2313.8,1292.3351,2026-04-24 10:15:00
1777026600000,2313.79,2316.91,2312.92,2313.92,1006.9828,2026-04-24 10:30:00
1777027500000,2313.91,2319.06,2312.51,2316.02,1446.88,2026-04-24 10:45:00
1777028400000,2316.01,2331.48,2316.01,2328.43,5655.7175,2026-04-24 11:00:00
1777029300000,2328.43,2331.63,2324.83,2331.6,3437.5634,2026-04-24 11:15:00
1777030200000,2331.59,2332.26,2328.0,2330.92,2101.8257,2026-04-24 11:30:00
1777031100000,2330.92,2331.09,2326.66,2328.1,1456.3105,2026-04-24 11:45:00
1777032000000,2328.1,2331.85,2327.03,2331.27,2376.3703,2026-04-24 12:00:00
1777032900000,2331.26,2331.75,2325.17,2328.36,2649.7418,2026-04-24 12:15:00
1777033800000,2328.36,2328.47,2323.27,2323.88,3321.8683,2026-04-24 12:30:00
1777034700000,2323.88,2327.04,2318.53,2325.25,1507.0332,2026-04-24 12:45:00
1777035600000,2325.26,2331.67,2325.26,2327.38,1730.1132,2026-04-24 13:00:00
1777036500000,2327.37,2329.21,2322.6,2323.46,1458.5888,2026-04-24 13:15:00
1777037400000,2323.46,2326.41,2319.5,2320.74,2415.4962,2026-04-24 13:30:00
1777038300000,2320.74,2321.95,2310.99,2317.32,3411.7414,2026-04-24 13:45:00
1777039200000,2317.32,2317.32,2308.0,2311.13,4109.8197,2026-04-24 14:00:00
1777040100000,2311.13,2316.05,2304.07,2306.75,5250.6272,2026-04-24 14:15:00
1777041000000,2306.76,2316.92,2305.69,2316.25,3023.8284,2026-04-24 14:30:00
1777041900000,2316.25,2318.4,2311.11,2313.41,1304.3624,2026-04-24 14:45:00
1777042800000,2313.42,2313.55,2301.61,2308.38,3711.5799,2026-04-24 15:00:00
1777043700000,2308.39,2314.54,2306.77,2312.15,2452.8535,2026-04-24 15:15:00
1777044600000,2312.15,2326.03,2312.14,2325.01,3527.6358,2026-04-24 15:30:00
1777045500000,2325.02,2329.73,2319.23,2323.81,4560.0703,2026-04-24 15:45:00
1777046400000,2323.81,2324.23,2316.91,2316.92,1606.2889,2026-04-24 16:00:00
1777047300000,2316.91,2317.22,2312.0,2315.46,1793.4161,2026-04-24 16:15:00
1777048200000,2315.47,2321.66,2310.0,2313.64,1873.7153,2026-04-24 16:30:00
1777049100000,2313.64,2316.92,2311.51,2316.67,1017.3624,2026-04-24 16:45:00
1777050000000,2316.66,2319.37,2312.86,2319.36,1629.627,2026-04-24 17:00:00
1777050900000,2319.36,2319.36,2313.88,2315.34,1009.8564,2026-04-24 17:15:00
1777051800000,2315.34,2316.01,2308.82,2314.48,1912.9948,2026-04-24 17:30:00
1777052700000,2314.47,2322.0,2312.67,2319.6,3009.5755,2026-04-24 17:45:00
1777053600000,2319.59,2321.41,2314.56,2314.57,1367.883,2026-04-24 18:00:00
1777054500000,2314.56,2317.06,2310.01,2314.68,1790.3669,2026-04-24 18:15:00
1777055400000,2314.69,2320.13,2314.46,2318.28,1354.289,2026-04-24 18:30:00
1777056300000,2318.28,2320.31,2317.15,2319.92,685.2282,2026-04-24 18:45:00
1777057200000,2319.93,2325.0,2319.5,2321.77,1729.288,2026-04-24 19:00:00
1777058100000,2321.77,2323.57,2319.22,2320.8,946.5566,2026-04-24 19:15:00
1777059000000,2320.81,2322.99,2319.51,2321.43,1795.5966,2026-04-24 19:30:00
1777059900000,2321.43,2322.5,2319.96,2321.6,1144.207,2026-04-24 19:45:00
1777060800000,2321.59,2322.01,2317.68,2320.22,1096.6326,2026-04-24 20:00:00
1777061700000,2320.22,2320.22,2315.38,2316.94,1483.6446,2026-04-24 20:15:00
1777062600000,2316.94,2325.95,2316.94,2324.41,1656.2727,2026-04-24 20:30:00
1777063500000,2324.4,2328.16,2324.4,2326.47,2125.0559,2026-04-24 20:45:00
1777064400000,2326.47,2327.52,2315.6,2315.6,3283.817,2026-04-24 21:00:00
1777065300000,2315.6,2319.84,2315.11,2317.26,1192.2526,2026-04-24 21:15:00
1777066200000,2317.26,2318.52,2312.6,2315.12,1651.4712,2026-04-24 21:30:00
1777067100000,2315.13,2317.88,2314.21,2315.18,911.7686,2026-04-24 21:45:00
1777068000000,2315.19,2316.17,2313.69,2315.06,1078.0697,2026-04-24 22:00:00
1777068900000,2315.07,2315.5,2313.07,2313.07,2312.584,2026-04-24 22:15:00
1777069800000,2313.08,2313.08,2307.2,2310.07,2063.9422,2026-04-24 22:30:00
1777070700000,2310.08,2312.82,2310.08,2311.92,579.6245,2026-04-24 22:45:00
1777071600000,2311.93,2314.9,2311.93,2314.74,449.2757,2026-04-24 23:00:00
1777072500000,2314.73,2315.14,2312.48,2314.8,329.8628,2026-04-24 23:15:00
1777073400000,2314.8,2316.05,2314.78,2314.97,440.8235,2026-04-24 23:30:00
1777074300000,2314.97,2315.55,2314.08,2314.99,231.7849,2026-04-24 23:45:00
1777075200000,2314.98,2315.45,2312.72,2312.86,493.4046,2026-04-25 00:00:00
1777076100000,2312.87,2313.73,2311.68,2312.04,367.0112,2026-04-25 00:15:00
1777077000000,2312.04,2314.64,2311.27,2313.6,409.6344,2026-04-25 00:30:00
1777077900000,2313.6,2316.05,2313.6,2316.04,306.4055,2026-04-25 00:45:00
1777078800000,2316.04,2318.42,2315.46,2318.05,454.7014,2026-04-25 01:00:00
1777079700000,2318.05,2320.24,2317.45,2317.76,702.4217,2026-04-25 01:15:00
1777080600000,2317.76,2319.58,2317.57,2319.57,444.3292,2026-04-25 01:30:00
1777081500000,2319.58,2321.36,2318.0,2318.0,613.9881,2026-04-25 01:45:00
1777082400000,2318.01,2319.27,2314.78,2317.17,820.2587,2026-04-25 02:00:00
1777083300000,2317.18,2318.57,2316.39,2318.1,354.6472,2026-04-25 02:15:00
1777084200000,2318.1,2318.66,2316.71,2317.31,373.0222,2026-04-25 02:30:00
1777085100000,2317.31,2317.73,2316.67,2317.4,533.6945,2026-04-25 02:45:00
1777086000000,2317.41,2320.43,2317.41,2317.54,504.2933,2026-04-25 03:00:00
1777086900000,2317.54,2318.77,2315.12,2316.36,517.9563,2026-04-25 03:15:00
1777087800000,2316.36,2318.11,2316.14,2318.11,420.4499,2026-04-25 03:30:00
1777088700000,2318.11,2319.32,2317.95,2318.43,322.8406,2026-04-25 03:45:00
1777089600000,2318.44,2319.01,2317.15,2318.77,345.8235,2026-04-25 04:00:00
1777090500000,2318.76,2318.9,2317.53,2317.61,251.5339,2026-04-25 04:15:00
1777091400000,2317.61,2317.62,2316.15,2316.95,457.9512,2026-04-25 04:30:00
1777092300000,2316.94,2317.19,2316.63,2316.79,390.2599,2026-04-25 04:45:00
1777093200000,2316.8,2316.8,2313.3,2314.12,589.1446,2026-04-25 05:00:00
1777094100000,2314.12,2315.06,2313.32,2314.45,303.0401,2026-04-25 05:15:00
1777095000000,2314.46,2316.23,2314.45,2315.32,362.5523,2026-04-25 05:30:00
1777095900000,2315.32,2316.01,2315.01,2316.01,218.7192,2026-04-25 05:45:00
1777096800000,2316.01,2317.53,2316.01,2316.69,467.3718,2026-04-25 06:00:00
1777097700000,2316.68,2316.72,2314.89,2315.22,397.1125,2026-04-25 06:15:00
1777098600000,2315.22,2316.92,2315.21,2316.07,373.2097,2026-04-25 06:30:00
1777099500000,2316.07,2317.64,2315.14,2316.01,353.528,2026-04-25 06:45:00
1777100400000,2316.0,2316.01,2314.26,2314.62,369.5352,2026-04-25 07:00:00
1777101300000,2314.62,2315.95,2314.39,2315.9,549.7727,2026-04-25 07:15:00
1777102200000,2315.91,2317.15,2315.55,2316.63,396.3292,2026-04-25 07:30:00
1777103100000,2316.62,2318.81,2315.62,2316.48,502.2708,2026-04-25 07:45:00
1777104000000,2316.48,2318.34,2315.92,2318.03,353.0689,2026-04-25 08:00:00
1777104900000,2318.02,2318.85,2317.52,2318.57,343.8939,2026-04-25 08:15:00
1777105800000,2318.57,2320.92,2318.56,2319.5,573.153,2026-04-25 08:30:00
1777106700000,2319.5,2319.5,2318.92,2319.44,370.9216,2026-04-25 08:45:00
1777107600000,2319.43,2319.73,2318.31,2319.58,509.109,2026-04-25 09:00:00
1777108500000,2319.58,2320.0,2317.27,2317.37,688.8913,2026-04-25 09:15:00
1777109400000,2317.37,2322.8,2317.17,2321.66,829.3615,2026-04-25 09:30:00
1777110300000,2321.66,2323.21,2319.0,2319.12,2637.7786,2026-04-25 09:45:00
1777111200000,2319.11,2321.56,2318.93,2319.94,800.8842,2026-04-25 10:00:00
1777112100000,2319.94,2322.05,2319.94,2320.97,322.4356,2026-04-25 10:15:00
1777113000000,2320.96,2322.74,2319.93,2320.47,538.3102,2026-04-25 10:30:00
1777113900000,2320.47,2320.6,2319.34,2320.56,419.5743,2026-04-25 10:45:00
1777114800000,2320.57,2320.57,2317.13,2317.27,464.9145,2026-04-25 11:00:00
1777115700000,2317.28,2317.93,2313.39,2315.14,857.3963,2026-04-25 11:15:00
1777116600000,2315.13,2315.46,2313.0,2313.01,643.4041,2026-04-25 11:30:00
1777117500000,2313.01,2314.37,2311.2,2313.64,1117.7002,2026-04-25 11:45:00
1777118400000,2313.65,2316.92,2311.93,2315.55,1034.3638,2026-04-25 12:00:00
1777119300000,2315.56,2317.02,2313.99,2313.99,414.5026,2026-04-25 12:15:00
1777120200000,2313.99,2314.9,2311.88,2313.31,1050.6529,2026-04-25 12:30:00
1777121100000,2313.32,2314.9,2313.31,2313.55,979.6198,2026-04-25 12:45:00
1777122000000,2313.56,2316.93,2313.56,2316.92,649.9007,2026-04-25 13:00:00
1777122900000,2316.92,2317.31,2316.0,2316.47,503.4295,2026-04-25 13:15:00
1777123800000,2316.48,2317.35,2315.66,2317.34,629.9366,2026-04-25 13:30:00
1777124700000,2317.34,2317.88,2316.25,2316.25,559.525,2026-04-25 13:45:00
1777125600000,2316.25,2318.94,2315.27,2318.21,872.5347,2026-04-25 14:00:00
1777126500000,2318.22,2318.22,2315.29,2317.48,782.8946,2026-04-25 14:15:00
1777127400000,2317.49,2317.99,2316.64,2317.36,585.4887,2026-04-25 14:30:00
1777128300000,2317.37,2318.39,2316.02,2316.02,881.106,2026-04-25 14:45:00
1777129200000,2316.03,2316.92,2315.19,2316.44,556.9353,2026-04-25 15:00:00
1777130100000,2316.44,2318.16,2316.03,2317.82,1037.5432,2026-04-25 15:15:00
1777131000000,2317.82,2318.68,2316.78,2316.83,638.4951,2026-04-25 15:30:00
1777131900000,2316.83,2316.83,2303.0,2308.09,4464.5493,2026-04-25 15:45:00
1777132800000,2308.08,2310.26,2305.34,2310.23,4976.5791,2026-04-25 16:00:00
1777133700000,2310.22,2310.77,2305.86,2308.69,1170.1979,2026-04-25 16:15:00
1777134600000,2308.68,2309.08,2300.55,2308.44,3316.6128,2026-04-25 16:30:00
1777135500000,2308.44,2311.03,2308.2,2309.53,947.1864,2026-04-25 16:45:00
1777136400000,2309.54,2309.54,2307.95,2308.37,635.063,2026-04-25 17:00:00
1777137300000,2308.38,2313.62,2307.34,2309.11,1459.0547,2026-04-25 17:15:00
1777138200000,2309.11,2312.15,2307.86,2311.24,1458.27,2026-04-25 17:30:00
1777139100000,2311.24,2311.24,2308.97,2309.36,810.0854,2026-04-25 17:45:00
1777140000000,2309.36,2312.39,2308.28,2310.44,843.9435,2026-04-25 18:00:00
1777140900000,2310.44,2312.33,2308.96,2312.03,1098.0952,2026-04-25 18:15:00
1777141800000,2312.03,2313.98,2311.75,2311.76,431.2718,2026-04-25 18:30:00
1777142700000,2311.75,2313.24,2311.43,2311.55,446.6526,2026-04-25 18:45:00
1777143600000,2311.55,2312.0,2310.21,2312.0,658.2604,2026-04-25 19:00:00
1777144500000,2312.0,2312.31,2309.02,2309.02,507.8252,2026-04-25 19:15:00
1777145400000,2309.02,2309.33,2307.31,2307.31,487.82,2026-04-25 19:30:00
1777146300000,2307.3,2310.68,2307.12,2310.06,429.7686,2026-04-25 19:45:00
1777147200000,2310.06,2311.51,2308.85,2310.44,530.2436,2026-04-25 20:00:00
1777148100000,2310.43,2312.0,2309.55,2311.42,403.7801,2026-04-25 20:15:00
1777149000000,2311.43,2312.0,2311.21,2311.21,255.1889,2026-04-25 20:30:00
1777149900000,2311.22,2313.21,2310.7,2313.2,172.4001,2026-04-25 20:45:00
1777150800000,2313.21,2317.35,2313.2,2316.35,978.3192,2026-04-25 21:00:00
1777151700000,2316.36,2317.18,2315.35,2315.94,508.9564,2026-04-25 21:15:00
1777152600000,2315.93,2315.93,2312.86,2314.49,624.1696,2026-04-25 21:30:00
1777153500000,2314.5,2316.26,2314.49,2315.8,321.0822,2026-04-25 21:45:00
1777154400000,2315.79,2317.35,2315.09,2315.81,316.0515,2026-04-25 22:00:00
1777155300000,2315.81,2317.26,2315.56,2316.51,252.5003,2026-04-25 22:15:00
1777156200000,2316.51,2320.42,2316.51,2318.94,766.428,2026-04-25 22:30:00
1777157100000,2318.93,2318.93,2317.49,2317.75,559.6848,2026-04-25 22:45:00
1777158000000,2317.76,2319.58,2316.92,2318.96,650.7197,2026-04-25 23:00:00
1777158900000,2318.96,2319.37,2317.87,2319.36,322.8248,2026-04-25 23:15:00
1777159800000,2319.36,2319.86,2318.11,2318.89,462.2765,2026-04-25 23:30:00
1777160700000,2318.88,2319.5,2318.0,2319.5,258.4184,2026-04-25 23:45:00
1777161600000,2319.49,2320.06,2315.9,2316.72,775.1403,2026-04-26 00:00:00
1777162500000,2316.72,2316.72,2314.67,2315.22,305.0608,2026-04-26 00:15:00
1777163400000,2315.22,2317.24,2314.49,2317.24,405.359,2026-04-26 00:30:00
1777164300000,2317.24,2318.16,2312.0,2315.37,854.0158,2026-04-26 00:45:00
1777165200000,2315.37,2315.64,2313.66,2315.26,344.8639,2026-04-26 01:00:00
1777166100000,2315.26,2316.91,2315.13,2315.88,305.9668,2026-04-26 01:15:00
1777167000000,2315.88,2317.88,2315.29,2315.9,1119.6465,2026-04-26 01:30:00
1777167900000,2315.89,2316.61,2313.48,2313.85,859.0117,2026-04-26 01:45:00
1777168800000,2313.84,2318.12,2313.58,2317.87,235.2579,2026-04-26 02:00:00
1777169700000,2317.87,2318.11,2316.52,2317.48,253.9271,2026-04-26 02:15:00
1777170600000,2317.48,2318.4,2315.31,2315.46,834.1017,2026-04-26 02:30:00
1777171500000,2315.46,2315.97,2314.28,2315.15,339.4401,2026-04-26 02:45:00
1777172400000,2315.15,2316.18,2313.21,2316.18,1098.7989,2026-04-26 03:00:00
1777173300000,2316.17,2316.35,2312.27,2312.28,270.9465,2026-04-26 03:15:00
1777174200000,2312.28,2312.5,2306.72,2309.17,1457.412,2026-04-26 03:30:00
1777175100000,2309.18,2310.46,2308.3,2310.0,553.7762,2026-04-26 03:45:00
1777176000000,2309.99,2312.65,2308.97,2311.16,536.3368,2026-04-26 04:00:00
1777176900000,2311.16,2311.88,2310.49,2310.85,364.4079,2026-04-26 04:15:00
1777177800000,2310.84,2313.48,2310.31,2312.82,276.312,2026-04-26 04:30:00
1777178700000,2312.83,2319.76,2312.82,2317.74,1442.099,2026-04-26 04:45:00
1777179600000,2317.73,2331.78,2317.57,2328.35,5142.3089,2026-04-26 05:00:00
1777180500000,2328.33,2336.48,2326.46,2330.9,6621.8497,2026-04-26 05:15:00
1777181400000,2330.91,2334.57,2328.32,2329.06,2649.157,2026-04-26 05:30:00
1777182300000,2329.07,2330.0,2327.31,2327.84,1303.5131,2026-04-26 05:45:00
1777183200000,2327.85,2331.76,2327.85,2330.35,1576.1458,2026-04-26 06:00:00
1777184100000,2330.35,2330.8,2328.01,2329.45,385.4452,2026-04-26 06:15:00
1777185000000,2329.45,2333.27,2329.02,2331.85,777.0039,2026-04-26 06:30:00
1777185900000,2331.85,2331.99,2327.46,2329.99,1593.9693,2026-04-26 06:45:00
1777186800000,2330.0,2330.58,2328.58,2329.44,646.4992,2026-04-26 07:00:00
1777187700000,2329.43,2330.92,2329.33,2330.07,563.0767,2026-04-26 07:15:00
1777188600000,2330.07,2330.07,2328.6,2328.6,370.4907,2026-04-26 07:30:00
1777189500000,2328.6,2332.25,2328.6,2331.24,732.7182,2026-04-26 07:45:00
1777190400000,2331.25,2334.71,2331.25,2332.96,1692.728,2026-04-26 08:00:00
1777191300000,2332.96,2333.28,2330.49,2331.41,815.2589,2026-04-26 08:15:00
1777192200000,2331.41,2337.68,2331.37,2331.98,1606.3818,2026-04-26 08:30:00
1777193100000,2331.97,2333.5,2331.74,2332.38,571.0921,2026-04-26 08:45:00
1777194000000,2332.37,2332.37,2329.66,2331.11,590.6251,2026-04-26 09:00:00
1777194900000,2331.1,2333.8,2330.75,2332.06,605.1414,2026-04-26 09:15:00
1777195800000,2332.07,2333.7,2331.36,2333.52,635.4688,2026-04-26 09:30:00
1777196700000,2333.51,2335.59,2332.53,2334.69,648.9564,2026-04-26 09:45:00
1777197600000,2334.68,2336.32,2332.44,2334.91,1102.613,2026-04-26 10:00:00
1777198500000,2334.91,2335.48,2333.09,2333.26,509.6713,2026-04-26 10:15:00
1777199400000,2333.26,2333.31,2332.24,2332.27,917.6014,2026-04-26 10:30:00
1777200300000,2332.27,2332.96,2331.7,2332.95,368.5504,2026-04-26 10:45:00
1777201200000,2332.95,2335.47,2332.75,2333.98,457.7889,2026-04-26 11:00:00
1777202100000,2333.98,2337.5,2333.29,2336.34,658.5565,2026-04-26 11:15:00
1777203000000,2336.34,2337.5,2335.06,2335.06,489.1048,2026-04-26 11:30:00
1777203900000,2335.07,2336.85,2333.96,2335.95,441.6977,2026-04-26 11:45:00
1777204800000,2335.96,2336.4,2330.0,2330.62,748.4775,2026-04-26 12:00:00
1777205700000,2330.62,2335.46,2329.92,2331.3,1182.4529,2026-04-26 12:15:00
1777206600000,2331.29,2333.0,2330.63,2330.63,589.0429,2026-04-26 12:30:00
1777207500000,2330.64,2330.64,2324.19,2328.89,1929.0633,2026-04-26 12:45:00
1777208400000,2328.9,2332.59,2328.11,2331.24,1041.4771,2026-04-26 13:00:00
1777209300000,2331.24,2332.21,2329.16,2330.61,832.269,2026-04-26 13:15:00
1777210200000,2330.61,2335.0,2330.42,2335.0,1120.2867,2026-04-26 13:30:00
1777211100000,2334.99,2336.0,2333.63,2335.22,745.8337,2026-04-26 13:45:00
1777212000000,2335.21,2336.19,2333.64,2335.58,716.6554,2026-04-26 14:00:00
1777212900000,2335.59,2352.44,2334.79,2349.99,8243.1104,2026-04-26 14:15:00
1777213800000,2349.99,2351.1,2345.26,2347.02,2300.4435,2026-04-26 14:30:00
1777214700000,2347.03,2350.12,2344.5,2346.2,1716.4644,2026-04-26 14:45:00
1777215600000,2346.2,2348.0,2344.79,2346.13,854.454,2026-04-26 15:00:00
1777216500000,2346.12,2348.36,2344.62,2348.35,929.6958,2026-04-26 15:15:00
1777217400000,2348.36,2348.93,2345.0,2345.56,805.2548,2026-04-26 15:30:00
1777218300000,2345.56,2348.05,2344.23,2348.05,752.8992,2026-04-26 15:45:00
1777219200000,2348.06,2349.43,2344.01,2345.14,1385.2862,2026-04-26 16:00:00
1777220100000,2345.14,2348.0,2345.14,2346.88,890.1189,2026-04-26 16:15:00
1777221000000,2346.89,2347.82,2344.84,2344.87,823.9316,2026-04-26 16:30:00
1777221900000,2344.87,2347.0,2342.91,2342.92,817.4421,2026-04-26 16:45:00
1777222800000,2342.92,2345.6,2340.56,2345.38,1430.1128,2026-04-26 17:00:00
1777223700000,2345.38,2347.41,2345.23,2346.33,402.4279,2026-04-26 17:15:00
1777224600000,2346.34,2347.36,2344.09,2347.08,353.9324,2026-04-26 17:30:00
1777225500000,2347.09,2349.99,2346.58,2349.43,930.0862,2026-04-26 17:45:00
