timestamp,price,high_24h,low_24h,volume_24h,atr_1h,atr_pct,vol_ratio,taker_ratio,mag1_price,mag1_strength,mag1_dist_pct,mag1_swept,mag2_price,mag2_strength,mag2_dist_pct,mag2_swept,mag3_price,mag3_strength,mag3_dist_pct,mag3_swept,mag4_price,mag4_strength,mag4_dist_pct,mag4_swept,mag5_price,mag5_strength,mag5_dist_pct,mag5_swept,sr1_price,sr1_type,sr1_strength,sr2_price,sr2_type,sr2_strength,sr3_price,sr3_type,sr3_strength,oi_eth,oi_usd,oi_roc_1h,ls_ratio,long_pct,short_pct,ls_zscore,top_ls_ratio,whale_signal,futures_taker_ratio,futures_flow,funding_rate,positioning,oi_price_div,m1_dir,m1_score,m2_score,m3_score,m4_score,m5_score,ics,direction,swing_bias,phase0
2026-04-29 05:45:00,2331.59,2342.5,2258.24,228135.21,15.99,0.686,0.145,0.8187,2316.17,3.41,-0.66,YES,2329.41,2.13,-0.09,YES,2289.69,1.72,-1.8,YES,2392.3,1.7,2.6,NO,,,,,2322.08,SUPPORT,182.0,2312.62,SUPPORT,156.0,2317.35,SUPPORT,137.0,1966104.0,4572539775.0,0.097,1.8129,64.5,35.5,-2.79,1.3613,WHALE_BEARISH,0.8944,NEUTRAL,0.0028,CROWDED_SHORT,NONE,BULLISH,0.7525000000000001,1.0,0.5640630570857843,0.5519999999999999,0.9174926087055667,0.43231776386470755,LONG,BEARISH,
2026-04-29 05:45:00,2330.61,2342.5,2258.24,228196.15,15.99,0.686,0.145,0.8068,2316.17,3.41,-0.62,YES,2329.41,2.14,-0.05,YES,2289.69,1.72,-1.76,YES,2392.3,1.7,2.65,NO,,,,,2307.89,SUPPORT,198.0,2322.08,SUPPORT,182.0,2312.62,SUPPORT,156.0,1966104.0,4572539775.0,0.097,1.8129,64.5,35.5,-2.79,1.3613,WHALE_BEARISH,0.8944,NEUTRAL,0.0028,CROWDED_SHORT,NONE,BULLISH,0.7525000000000001,1.0,0.5735770784753267,0.5519999999999999,0.9091775253838937,0.43316358607215594,LONG,BEARISH,
